TxnDate,TransactionID,AccountNumber,AccountName,Debit,Credit,Currency
2023-01-04,TXN-20230104,1010,Cash,1094.26,0.0,USD
2023-01-04,TXN-20230104,4001,Revenue,0.0,1010.86,USD
2023-01-04,TXN-20230104,2200,Sales Tax Payable,0.0,83.4,USD
2023-01-04,TXN-20230104,5000,Cost of Goods Sold,561.46,0.0,USD
2023-01-04,TXN-20230104,1200,Inventory,0.0,561.46,USD
2023-01-04,TXN-20230104,1010,Cash,997.9,0.0,USD
2023-01-04,TXN-20230104,1100,Accounts Receivable,0.0,997.9,USD
2023-01-04,TXN-20230104,1200,Inventory,1202.03,0.0,USD
2023-01-04,TXN-20230104,2000,Accounts Payable,0.0,1202.03,USD
2023-01-05,TXN-20230105,1010,Cash,1463.96,0.0,USD
2023-01-05,TXN-20230105,4001,Revenue,0.0,1352.39,USD
2023-01-05,TXN-20230105,2200,Sales Tax Payable,0.0,111.57,USD
2023-01-05,TXN-20230105,5000,Cost of Goods Sold,852.03,0.0,USD
2023-01-05,TXN-20230105,1200,Inventory,0.0,852.03,USD
2023-01-05,TXN-20230105,1010,Cash,1140.13,0.0,USD
2023-01-05,TXN-20230105,1100,Accounts Receivable,0.0,1140.13,USD
2023-01-05,TXN-20230105,6500,Office Supplies Expense,530.05,0.0,USD
2023-01-05,TXN-20230105,1010,Cash,0.0,530.05,USD
2023-01-06,TXN-20230106,1010,Cash,1247.48,0.0,USD
2023-01-06,TXN-20230106,4001,Revenue,0.0,1152.41,USD
2023-01-06,TXN-20230106,2200,Sales Tax Payable,0.0,95.07,USD
2023-01-06,TXN-20230106,5000,Cost of Goods Sold,674.88,0.0,USD
2023-01-06,TXN-20230106,1200,Inventory,0.0,674.88,USD
2023-01-06,TXN-20230106,1200,Inventory,3004.56,0.0,USD
2023-01-06,TXN-20230106,2000,Accounts Payable,0.0,3004.56,USD
2023-01-06,TXN-20230106,2000,Accounts Payable,1203.03,0.0,USD
2023-01-06,TXN-20230106,1010,Cash,0.0,1203.03,USD
2023-01-06,TXN-20230106,6800,Software Subscriptions Expense,501.13,0.0,USD
2023-01-06,TXN-20230106,1010,Cash,0.0,501.13,USD
2023-01-09,TXN-20230109,1100,Accounts Receivable,1420.62,0.0,USD
2023-01-09,TXN-20230109,4001,Revenue,0.0,1312.35,USD
2023-01-09,TXN-20230109,2200,Sales Tax Payable,0.0,108.27,USD
2023-01-09,TXN-20230109,5000,Cost of Goods Sold,741.74,0.0,USD
2023-01-09,TXN-20230109,1200,Inventory,0.0,741.74,USD
2023-01-09,TXN-20230109,1010,Cash,493.8,0.0,USD
2023-01-09,TXN-20230109,1100,Accounts Receivable,0.0,493.8,USD
2023-01-10,TXN-20230110,1010,Cash,2325.06,0.0,USD
2023-01-10,TXN-20230110,4001,Revenue,0.0,2147.86,USD
2023-01-10,TXN-20230110,2200,Sales Tax Payable,0.0,177.2,USD
2023-01-10,TXN-20230110,5000,Cost of Goods Sold,1312.69,0.0,USD
2023-01-10,TXN-20230110,1200,Inventory,0.0,1312.69,USD
2023-01-10,TXN-20230110,1010,Cash,872.13,0.0,USD
2023-01-10,TXN-20230110,1100,Accounts Receivable,0.0,872.13,USD
2023-01-11,TXN-20230111,1010,Cash,689.73,0.0,USD
2023-01-11,TXN-20230111,4001,Revenue,0.0,637.16,USD
2023-01-11,TXN-20230111,2200,Sales Tax Payable,0.0,52.57,USD
2023-01-11,TXN-20230111,5000,Cost of Goods Sold,366.07,0.0,USD
2023-01-11,TXN-20230111,1200,Inventory,0.0,366.07,USD
2023-01-12,TXN-20230112,1010,Cash,1844.97,0.0,USD
2023-01-12,TXN-20230112,4001,Revenue,0.0,1704.36,USD
2023-01-12,TXN-20230112,2200,Sales Tax Payable,0.0,140.61,USD
2023-01-12,TXN-20230112,5000,Cost of Goods Sold,1019.65,0.0,USD
2023-01-12,TXN-20230112,1200,Inventory,0.0,1019.65,USD
2023-01-12,TXN-20230112,1200,Inventory,830.71,0.0,USD
2023-01-12,TXN-20230112,2000,Accounts Payable,0.0,830.71,USD
2023-01-12,TXN-20230112,2000,Accounts Payable,297.09,0.0,USD
2023-01-12,TXN-20230112,1010,Cash,0.0,297.09,USD
2023-01-13,TXN-20230113,1010,Cash,2116.68,0.0,USD
2023-01-13,TXN-20230113,4001,Revenue,0.0,1955.36,USD
2023-01-13,TXN-20230113,2200,Sales Tax Payable,0.0,161.32,USD
2023-01-13,TXN-20230113,5000,Cost of Goods Sold,1061.63,0.0,USD
2023-01-13,TXN-20230113,1200,Inventory,0.0,1061.63,USD
2023-01-13,TXN-20230113,1010,Cash,742.49,0.0,USD
2023-01-13,TXN-20230113,4010,Service Revenue,0.0,742.49,USD
2023-01-16,TXN-20230116,1010,Cash,345.79,0.0,USD
2023-01-16,TXN-20230116,4010,Service Revenue,0.0,345.79,USD
2023-01-16,TXN-20230116,1010,Cash,644.12,0.0,USD
2023-01-16,TXN-20230116,4001,Revenue,0.0,595.03,USD
2023-01-16,TXN-20230116,2200,Sales Tax Payable,0.0,49.09,USD
2023-01-16,TXN-20230116,5000,Cost of Goods Sold,354.39,0.0,USD
2023-01-16,TXN-20230116,1200,Inventory,0.0,354.39,USD
2023-01-16,TXN-20230116,1010,Cash,270.59,0.0,USD
2023-01-16,TXN-20230116,1100,Accounts Receivable,0.0,270.59,USD
2023-01-18,TXN-20230118,1010,Cash,1598.16,0.0,USD
2023-01-18,TXN-20230118,1100,Accounts Receivable,0.0,1598.16,USD
2023-01-18,TXN-20230118,2000,Accounts Payable,1247.37,0.0,USD
2023-01-18,TXN-20230118,1010,Cash,0.0,1247.37,USD
2023-01-18,TXN-20230118,6500,Office Supplies Expense,428.46,0.0,USD
2023-01-18,TXN-20230118,1010,Cash,0.0,428.46,USD
2023-01-19,TXN-20230119,1100,Accounts Receivable,3327.85,0.0,USD
2023-01-19,TXN-20230119,4001,Revenue,0.0,3074.23,USD
2023-01-19,TXN-20230119,2200,Sales Tax Payable,0.0,253.62,USD
2023-01-19,TXN-20230119,5000,Cost of Goods Sold,1848.28,0.0,USD
2023-01-19,TXN-20230119,1200,Inventory,0.0,1848.28,USD
2023-01-19,TXN-20230119,1010,Cash,1366.08,0.0,USD
2023-01-19,TXN-20230119,4001,Revenue,0.0,1261.97,USD
2023-01-19,TXN-20230119,2200,Sales Tax Payable,0.0,104.11,USD
2023-01-19,TXN-20230119,5000,Cost of Goods Sold,745.5,0.0,USD
2023-01-19,TXN-20230119,1200,Inventory,0.0,745.5,USD
2023-01-19,TXN-20230119,1010,Cash,695.94,0.0,USD
2023-01-19,TXN-20230119,4010,Service Revenue,0.0,695.94,USD
2023-01-19,TXN-20230119,1010,Cash,2151.97,0.0,USD
2023-01-19,TXN-20230119,1100,Accounts Receivable,0.0,2151.97,USD
2023-01-19,TXN-20230119,6600,Marketing Expense,323.91,0.0,USD
2023-01-19,TXN-20230119,1010,Cash,0.0,323.91,USD
2023-01-20,TXN-20230120,1010,Cash,773.04,0.0,USD
2023-01-20,TXN-20230120,4010,Service Revenue,0.0,773.04,USD
2023-01-23,TXN-20230123,1100,Accounts Receivable,1386.38,0.0,USD
2023-01-23,TXN-20230123,4001,Revenue,0.0,1280.72,USD
2023-01-23,TXN-20230123,2200,Sales Tax Payable,0.0,105.66,USD
2023-01-23,TXN-20230123,5000,Cost of Goods Sold,688.87,0.0,USD
2023-01-23,TXN-20230123,1200,Inventory,0.0,688.87,USD
2023-01-23,TXN-20230123,1010,Cash,2792.65,0.0,USD
2023-01-23,TXN-20230123,1100,Accounts Receivable,0.0,2792.65,USD
2023-01-23,TXN-20230123,1200,Inventory,593.94,0.0,USD
2023-01-23,TXN-20230123,2000,Accounts Payable,0.0,593.94,USD
2023-01-24,TXN-20230124,1010,Cash,861.98,0.0,USD
2023-01-24,TXN-20230124,4001,Revenue,0.0,796.29,USD
2023-01-24,TXN-20230124,2200,Sales Tax Payable,0.0,65.69,USD
2023-01-24,TXN-20230124,5000,Cost of Goods Sold,430.95,0.0,USD
2023-01-24,TXN-20230124,1200,Inventory,0.0,430.95,USD
2023-01-25,TXN-20230125,1010,Cash,2844.69,0.0,USD
2023-01-25,TXN-20230125,4001,Revenue,0.0,2627.89,USD
2023-01-25,TXN-20230125,2200,Sales Tax Payable,0.0,216.8,USD
2023-01-25,TXN-20230125,5000,Cost of Goods Sold,1614.53,0.0,USD
2023-01-25,TXN-20230125,1200,Inventory,0.0,1614.53,USD
2023-01-25,TXN-20230125,1200,Inventory,1037.48,0.0,USD
2023-01-25,TXN-20230125,1010,Cash,0.0,1037.48,USD
2023-01-26,TXN-20230126,1010,Cash,1722.72,0.0,USD
2023-01-26,TXN-20230126,4010,Service Revenue,0.0,1722.72,USD
2023-01-26,TXN-20230126,1200,Inventory,1078.14,0.0,USD
2023-01-26,TXN-20230126,2000,Accounts Payable,0.0,1078.14,USD
2023-01-26,TXN-20230126,2000,Accounts Payable,1338.34,0.0,USD
2023-01-26,TXN-20230126,1010,Cash,0.0,1338.34,USD
2023-01-26,TXN-20230126,6500,Office Supplies Expense,470.19,0.0,USD
2023-01-26,TXN-20230126,1010,Cash,0.0,470.19,USD
2023-01-27,TXN-20230127,1100,Accounts Receivable,2018.35,0.0,USD
2023-01-27,TXN-20230127,4001,Revenue,0.0,1864.53,USD
2023-01-27,TXN-20230127,2200,Sales Tax Payable,0.0,153.82,USD
2023-01-27,TXN-20230127,5000,Cost of Goods Sold,982.08,0.0,USD
2023-01-27,TXN-20230127,1200,Inventory,0.0,982.08,USD
2023-01-27,TXN-20230127,1100,Accounts Receivable,1224.85,0.0,USD
2023-01-27,TXN-20230127,4001,Revenue,0.0,1131.5,USD
2023-01-27,TXN-20230127,2200,Sales Tax Payable,0.0,93.35,USD
2023-01-27,TXN-20230127,5000,Cost of Goods Sold,653.09,0.0,USD
2023-01-27,TXN-20230127,1200,Inventory,0.0,653.09,USD
2023-01-27,TXN-20230127,1010,Cash,1925.44,0.0,USD
2023-01-27,TXN-20230127,4001,Revenue,0.0,1778.7,USD
2023-01-27,TXN-20230127,2200,Sales Tax Payable,0.0,146.74,USD
2023-01-27,TXN-20230127,5000,Cost of Goods Sold,1092.88,0.0,USD
2023-01-27,TXN-20230127,1200,Inventory,0.0,1092.88,USD
2023-01-27,TXN-20230127,2000,Accounts Payable,704.23,0.0,USD
2023-01-27,TXN-20230127,1010,Cash,0.0,704.23,USD
2023-01-30,TXN-20230130,1010,Cash,1778.96,0.0,USD
2023-01-30,TXN-20230130,4001,Revenue,0.0,1643.38,USD
2023-01-30,TXN-20230130,2200,Sales Tax Payable,0.0,135.58,USD
2023-01-30,TXN-20230130,5000,Cost of Goods Sold,871.05,0.0,USD
2023-01-30,TXN-20230130,1200,Inventory,0.0,871.05,USD
2023-01-30,TXN-20230130,1010,Cash,1417.09,0.0,USD
2023-01-30,TXN-20230130,4010,Service Revenue,0.0,1417.09,USD
2023-01-30,TXN-20230130,1200,Inventory,916.34,0.0,USD
2023-01-30,TXN-20230130,2000,Accounts Payable,0.0,916.34,USD
2023-01-31,TXN-20230131,1100,Accounts Receivable,2885.88,0.0,USD
2023-01-31,TXN-20230131,4001,Revenue,0.0,2665.94,USD
2023-01-31,TXN-20230131,2200,Sales Tax Payable,0.0,219.94,USD
2023-01-31,TXN-20230131,5000,Cost of Goods Sold,1645.58,0.0,USD
2023-01-31,TXN-20230131,1200,Inventory,0.0,1645.58,USD
2023-02-01,TXN-20230201,1100,Accounts Receivable,1959.63,0.0,USD
2023-02-01,TXN-20230201,4001,Revenue,0.0,1810.28,USD
2023-02-01,TXN-20230201,2200,Sales Tax Payable,0.0,149.35,USD
2023-02-01,TXN-20230201,5000,Cost of Goods Sold,946.47,0.0,USD
2023-02-01,TXN-20230201,1200,Inventory,0.0,946.47,USD
2023-02-01,TXN-20230201,1010,Cash,467.15,0.0,USD
2023-02-01,TXN-20230201,4010,Service Revenue,0.0,467.15,USD
2023-02-02,TXN-20230202,1200,Inventory,324.84,0.0,USD
2023-02-02,TXN-20230202,2000,Accounts Payable,0.0,324.84,USD
2023-02-03,TXN-20230203,1100,Accounts Receivable,2437.67,0.0,USD
2023-02-03,TXN-20230203,4001,Revenue,0.0,2251.89,USD
2023-02-03,TXN-20230203,2200,Sales Tax Payable,0.0,185.78,USD
2023-02-03,TXN-20230203,5000,Cost of Goods Sold,1421.51,0.0,USD
2023-02-03,TXN-20230203,1200,Inventory,0.0,1421.51,USD
2023-02-06,TXN-20230206,2000,Accounts Payable,1376.48,0.0,USD
2023-02-06,TXN-20230206,1010,Cash,0.0,1376.48,USD
2023-02-07,TXN-20230207,1010,Cash,982.65,0.0,USD
2023-02-07,TXN-20230207,4001,Revenue,0.0,907.76,USD
2023-02-07,TXN-20230207,2200,Sales Tax Payable,0.0,74.89,USD
2023-02-07,TXN-20230207,5000,Cost of Goods Sold,497.45,0.0,USD
2023-02-07,TXN-20230207,1200,Inventory,0.0,497.45,USD
2023-02-07,TXN-20230207,1010,Cash,1347.36,0.0,USD
2023-02-07,TXN-20230207,1100,Accounts Receivable,0.0,1347.36,USD
2023-02-08,TXN-20230208,1010,Cash,1036.05,0.0,USD
2023-02-08,TXN-20230208,4010,Service Revenue,0.0,1036.05,USD
2023-02-08,TXN-20230208,1010,Cash,1122.16,0.0,USD
2023-02-08,TXN-20230208,4001,Revenue,0.0,1036.64,USD
2023-02-08,TXN-20230208,2200,Sales Tax Payable,0.0,85.52,USD
2023-02-08,TXN-20230208,5000,Cost of Goods Sold,644.18,0.0,USD
2023-02-08,TXN-20230208,1200,Inventory,0.0,644.18,USD
2023-02-08,TXN-20230208,1010,Cash,1118.7,0.0,USD
2023-02-08,TXN-20230208,1100,Accounts Receivable,0.0,1118.7,USD
2023-02-09,TXN-20230209,1100,Accounts Receivable,627.19,0.0,USD
2023-02-09,TXN-20230209,4010,Service Revenue,0.0,627.19,USD
2023-02-09,TXN-20230209,1010,Cash,3140.86,0.0,USD
2023-02-09,TXN-20230209,4001,Revenue,0.0,2901.49,USD
2023-02-09,TXN-20230209,2200,Sales Tax Payable,0.0,239.37,USD
2023-02-09,TXN-20230209,5000,Cost of Goods Sold,1799.1,0.0,USD
2023-02-09,TXN-20230209,1200,Inventory,0.0,1799.1,USD
2023-02-09,TXN-20230209,1010,Cash,852.38,0.0,USD
2023-02-09,TXN-20230209,1100,Accounts Receivable,0.0,852.38,USD
2023-02-10,TXN-20230210,1010,Cash,2331.92,0.0,USD
2023-02-10,TXN-20230210,4001,Revenue,0.0,2154.2,USD
2023-02-10,TXN-20230210,2200,Sales Tax Payable,0.0,177.72,USD
2023-02-10,TXN-20230210,5000,Cost of Goods Sold,1261.86,0.0,USD
2023-02-10,TXN-20230210,1200,Inventory,0.0,1261.86,USD
2023-02-10,TXN-20230210,1010,Cash,1497.03,0.0,USD
2023-02-10,TXN-20230210,1100,Accounts Receivable,0.0,1497.03,USD
2023-02-10,TXN-20230210,6600,Marketing Expense,345.42,0.0,USD
2023-02-10,TXN-20230210,1010,Cash,0.0,345.42,USD
2023-02-13,TXN-20230213,6800,Software Subscriptions Expense,315.14,0.0,USD
2023-02-13,TXN-20230213,1010,Cash,0.0,315.14,USD
2023-02-14,TXN-20230214,1010,Cash,1123.84,0.0,USD
2023-02-14,TXN-20230214,4001,Revenue,0.0,1038.19,USD
2023-02-14,TXN-20230214,2200,Sales Tax Payable,0.0,85.65,USD
2023-02-14,TXN-20230214,5000,Cost of Goods Sold,559.94,0.0,USD
2023-02-14,TXN-20230214,1200,Inventory,0.0,559.94,USD
2023-02-14,TXN-20230214,1010,Cash,742.66,0.0,USD
2023-02-14,TXN-20230214,4010,Service Revenue,0.0,742.66,USD
2023-02-14,TXN-20230214,6500,Office Supplies Expense,159.28,0.0,USD
2023-02-14,TXN-20230214,1010,Cash,0.0,159.28,USD
2023-02-15,TXN-20230215,1010,Cash,1083.15,0.0,USD
2023-02-15,TXN-20230215,4001,Revenue,0.0,1000.6,USD
2023-02-15,TXN-20230215,2200,Sales Tax Payable,0.0,82.55,USD
2023-02-15,TXN-20230215,5000,Cost of Goods Sold,537.93,0.0,USD
2023-02-15,TXN-20230215,1200,Inventory,0.0,537.93,USD
2023-02-16,TXN-20230216,1010,Cash,3183.33,0.0,USD
2023-02-16,TXN-20230216,4001,Revenue,0.0,2940.72,USD
2023-02-16,TXN-20230216,2200,Sales Tax Payable,0.0,242.61,USD
2023-02-16,TXN-20230216,5000,Cost of Goods Sold,1736.44,0.0,USD
2023-02-16,TXN-20230216,1200,Inventory,0.0,1736.44,USD
2023-02-16,TXN-20230216,1010,Cash,2544.96,0.0,USD
2023-02-16,TXN-20230216,1100,Accounts Receivable,0.0,2544.96,USD
2023-02-16,TXN-20230216,2000,Accounts Payable,953.31,0.0,USD
2023-02-16,TXN-20230216,1010,Cash,0.0,953.31,USD
2023-02-17,TXN-20230217,1100,Accounts Receivable,2237.61,0.0,USD
2023-02-17,TXN-20230217,4001,Revenue,0.0,2067.08,USD
2023-02-17,TXN-20230217,2200,Sales Tax Payable,0.0,170.53,USD
2023-02-17,TXN-20230217,5000,Cost of Goods Sold,1084.75,0.0,USD
2023-02-17,TXN-20230217,1200,Inventory,0.0,1084.75,USD
2023-02-17,TXN-20230217,1100,Accounts Receivable,1647.33,0.0,USD
2023-02-17,TXN-20230217,4001,Revenue,0.0,1521.78,USD
2023-02-17,TXN-20230217,2200,Sales Tax Payable,0.0,125.55,USD
2023-02-17,TXN-20230217,5000,Cost of Goods Sold,842.31,0.0,USD
2023-02-17,TXN-20230217,1200,Inventory,0.0,842.31,USD
2023-02-17,TXN-20230217,1100,Accounts Receivable,596.77,0.0,USD
2023-02-17,TXN-20230217,4010,Service Revenue,0.0,596.77,USD
2023-02-17,TXN-20230217,1200,Inventory,993.01,0.0,USD
2023-02-17,TXN-20230217,2000,Accounts Payable,0.0,993.01,USD
2023-02-20,TXN-20230220,1010,Cash,1325.71,0.0,USD
2023-02-20,TXN-20230220,4001,Revenue,0.0,1224.67,USD
2023-02-20,TXN-20230220,2200,Sales Tax Payable,0.0,101.04,USD
2023-02-20,TXN-20230220,5000,Cost of Goods Sold,698.67,0.0,USD
2023-02-20,TXN-20230220,1200,Inventory,0.0,698.67,USD
2023-02-20,TXN-20230220,1100,Accounts Receivable,597.99,0.0,USD
2023-02-20,TXN-20230220,4010,Service Revenue,0.0,597.99,USD
2023-02-20,TXN-20230220,1010,Cash,1508.6,0.0,USD
2023-02-20,TXN-20230220,4001,Revenue,0.0,1393.63,USD
2023-02-20,TXN-20230220,2200,Sales Tax Payable,0.0,114.97,USD
2023-02-20,TXN-20230220,5000,Cost of Goods Sold,813.96,0.0,USD
2023-02-20,TXN-20230220,1200,Inventory,0.0,813.96,USD
2023-02-21,TXN-20230221,1100,Accounts Receivable,416.44,0.0,USD
2023-02-21,TXN-20230221,4010,Service Revenue,0.0,416.44,USD
2023-02-21,TXN-20230221,1010,Cash,741.68,0.0,USD
2023-02-21,TXN-20230221,1100,Accounts Receivable,0.0,741.68,USD
2023-02-22,TXN-20230222,1010,Cash,1812.62,0.0,USD
2023-02-22,TXN-20230222,4001,Revenue,0.0,1674.48,USD
2023-02-22,TXN-20230222,2200,Sales Tax Payable,0.0,138.14,USD
2023-02-22,TXN-20230222,5000,Cost of Goods Sold,942.94,0.0,USD
2023-02-22,TXN-20230222,1200,Inventory,0.0,942.94,USD
2023-02-22,TXN-20230222,1010,Cash,553.39,0.0,USD
2023-02-22,TXN-20230222,1100,Accounts Receivable,0.0,553.39,USD
2023-02-22,TXN-20230222,1200,Inventory,913.05,0.0,USD
2023-02-22,TXN-20230222,2000,Accounts Payable,0.0,913.05,USD
2023-02-22,TXN-20230222,2000,Accounts Payable,930.73,0.0,USD
2023-02-22,TXN-20230222,1010,Cash,0.0,930.73,USD
2023-02-22,TXN-20230222,6800,Software Subscriptions Expense,291.68,0.0,USD
2023-02-22,TXN-20230222,1010,Cash,0.0,291.68,USD
2023-02-23,TXN-20230223,1010,Cash,1000.97,0.0,USD
2023-02-23,TXN-20230223,4001,Revenue,0.0,924.68,USD
2023-02-23,TXN-20230223,2200,Sales Tax Payable,0.0,76.29,USD
2023-02-23,TXN-20230223,5000,Cost of Goods Sold,512.32,0.0,USD
2023-02-23,TXN-20230223,1200,Inventory,0.0,512.32,USD
2023-02-23,TXN-20230223,1200,Inventory,1902.8,0.0,USD
2023-02-23,TXN-20230223,2000,Accounts Payable,0.0,1902.8,USD
2023-02-24,TXN-20230224,1010,Cash,1452.23,0.0,USD
2023-02-24,TXN-20230224,4001,Revenue,0.0,1341.55,USD
2023-02-24,TXN-20230224,2200,Sales Tax Payable,0.0,110.68,USD
2023-02-24,TXN-20230224,5000,Cost of Goods Sold,801.46,0.0,USD
2023-02-24,TXN-20230224,1200,Inventory,0.0,801.46,USD
2023-02-27,TXN-20230227,1010,Cash,719.78,0.0,USD
2023-02-27,TXN-20230227,4001,Revenue,0.0,664.92,USD
2023-02-27,TXN-20230227,2200,Sales Tax Payable,0.0,54.86,USD
2023-02-27,TXN-20230227,5000,Cost of Goods Sold,398.95,0.0,USD
2023-02-27,TXN-20230227,1200,Inventory,0.0,398.95,USD
2023-02-27,TXN-20230227,1010,Cash,2039.99,0.0,USD
2023-02-27,TXN-20230227,4001,Revenue,0.0,1884.52,USD
2023-02-27,TXN-20230227,2200,Sales Tax Payable,0.0,155.47,USD
2023-02-27,TXN-20230227,5000,Cost of Goods Sold,1139.38,0.0,USD
2023-02-27,TXN-20230227,1200,Inventory,0.0,1139.38,USD
2023-02-28,TXN-20230228,1010,Cash,1390.92,0.0,USD
2023-02-28,TXN-20230228,4001,Revenue,0.0,1284.91,USD
2023-02-28,TXN-20230228,2200,Sales Tax Payable,0.0,106.01,USD
2023-02-28,TXN-20230228,5000,Cost of Goods Sold,759.2,0.0,USD
2023-02-28,TXN-20230228,1200,Inventory,0.0,759.2,USD
2023-02-28,TXN-20230228,1010,Cash,1073.81,0.0,USD
2023-02-28,TXN-20230228,4010,Service Revenue,0.0,1073.81,USD
2023-02-28,TXN-20230228,6500,Office Supplies Expense,165.85,0.0,USD
2023-02-28,TXN-20230228,1010,Cash,0.0,165.85,USD
2023-03-01,TXN-20230301,1100,Accounts Receivable,1796.55,0.0,USD
2023-03-01,TXN-20230301,4001,Revenue,0.0,1659.63,USD
2023-03-01,TXN-20230301,2200,Sales Tax Payable,0.0,136.92,USD
2023-03-01,TXN-20230301,5000,Cost of Goods Sold,1012.85,0.0,USD
2023-03-01,TXN-20230301,1200,Inventory,0.0,1012.85,USD
2023-03-01,TXN-20230301,1010,Cash,2391.81,0.0,USD
2023-03-01,TXN-20230301,4001,Revenue,0.0,2209.52,USD
2023-03-01,TXN-20230301,2200,Sales Tax Payable,0.0,182.29,USD
2023-03-01,TXN-20230301,5000,Cost of Goods Sold,1201.56,0.0,USD
2023-03-01,TXN-20230301,1200,Inventory,0.0,1201.56,USD
2023-03-01,TXN-20230301,1100,Accounts Receivable,895.49,0.0,USD
2023-03-01,TXN-20230301,4001,Revenue,0.0,827.24,USD
2023-03-01,TXN-20230301,2200,Sales Tax Payable,0.0,68.25,USD
2023-03-01,TXN-20230301,5000,Cost of Goods Sold,489.02,0.0,USD
2023-03-01,TXN-20230301,1200,Inventory,0.0,489.02,USD
2023-03-01,TXN-20230301,1010,Cash,701.55,0.0,USD
2023-03-01,TXN-20230301,1100,Accounts Receivable,0.0,701.55,USD
2023-03-02,TXN-20230302,2000,Accounts Payable,1038.37,0.0,USD
2023-03-02,TXN-20230302,1010,Cash,0.0,1038.37,USD
2023-03-03,TXN-20230303,1100,Accounts Receivable,2227.48,0.0,USD
2023-03-03,TXN-20230303,4001,Revenue,0.0,2057.72,USD
2023-03-03,TXN-20230303,2200,Sales Tax Payable,0.0,169.76,USD
2023-03-03,TXN-20230303,5000,Cost of Goods Sold,1099.12,0.0,USD
2023-03-03,TXN-20230303,1200,Inventory,0.0,1099.12,USD
2023-03-03,TXN-20230303,1200,Inventory,2056.15,0.0,USD
2023-03-03,TXN-20230303,2000,Accounts Payable,0.0,2056.15,USD
2023-03-06,TXN-20230306,1010,Cash,1075.34,0.0,USD
2023-03-06,TXN-20230306,4010,Service Revenue,0.0,1075.34,USD
2023-03-06,TXN-20230306,1010,Cash,2040.76,0.0,USD
2023-03-06,TXN-20230306,4001,Revenue,0.0,1885.23,USD
2023-03-06,TXN-20230306,2200,Sales Tax Payable,0.0,155.53,USD
2023-03-06,TXN-20230306,5000,Cost of Goods Sold,1015.95,0.0,USD
2023-03-06,TXN-20230306,1200,Inventory,0.0,1015.95,USD
2023-03-06,TXN-20230306,1010,Cash,751.75,0.0,USD
2023-03-06,TXN-20230306,1100,Accounts Receivable,0.0,751.75,USD
2023-03-07,TXN-20230307,1010,Cash,685.02,0.0,USD
2023-03-07,TXN-20230307,4001,Revenue,0.0,632.81,USD
2023-03-07,TXN-20230307,2200,Sales Tax Payable,0.0,52.21,USD
2023-03-07,TXN-20230307,5000,Cost of Goods Sold,368.0,0.0,USD
2023-03-07,TXN-20230307,1200,Inventory,0.0,368.0,USD
2023-03-07,TXN-20230307,1100,Accounts Receivable,1932.52,0.0,USD
2023-03-07,TXN-20230307,4001,Revenue,0.0,1785.24,USD
2023-03-07,TXN-20230307,2200,Sales Tax Payable,0.0,147.28,USD
2023-03-07,TXN-20230307,5000,Cost of Goods Sold,1062.12,0.0,USD
2023-03-07,TXN-20230307,1200,Inventory,0.0,1062.12,USD
2023-03-07,TXN-20230307,1200,Inventory,1754.92,0.0,USD
2023-03-07,TXN-20230307,1010,Cash,0.0,1754.92,USD
2023-03-08,TXN-20230308,1100,Accounts Receivable,1174.39,0.0,USD
2023-03-08,TXN-20230308,4001,Revenue,0.0,1084.89,USD
